clean_comment,Result
museums in ireland the national leprechaun museum already has an article and is listed on list of museums in the republic of ireland i am working on adding museums bit by bit over the next week or two thanks for the help',0
another backlog thanks troublemy work',0
declinewe will keep it blocked for a while to give you the chance to find the person o',0
stop deleting the line of the joppa page though they allowed your antics to temporarlity delete the article nothing was said about the definition please stop harassing us or i will have you blocked i have already reported your to the admin',0
scullard quote is misleading the quote used in the illness section of the article from howard hayes scullard emerged from his sickness cruelty is misleading as it implies that the historian in question supported this view however the actual phrase from the book from the gracchi to nero is emerged according to tradition a monster of lust and diabolical cruelty scullard does not support this view himself he is merely remarking that roman historians tended to take this view a view that most modern historians have moderated to a great extent i suggest that the quote is removed or changed to a more accurate modern reflection of the view with another quote from scullard the balance of his mind was to some degree upset which is quite different from the description of a monster',0
what insults the general term wikicrat that was directed at no one in particular seriously you are kind of making my case for what is wrong with wikipedia and that my block was due to retaliation for criticisms of wikipedia',0
toxins on the section on toxins do you think it is relevant to mention that many members of the legume family including plants that look like beans and many that bear the common name of bean are actually quite poisonous and not usable as food sources',0
still waiting for that apology man',0
mauryan empireashoka support hello again vastu as you know there was an edit war on the mauryan empire and ashoka articles on account of phg is insistence on positing that ashoka was descended from greeks in spite of what is stated in the ashokavadana and establishing it as the mainstream view i was wondering if you could consider the discussion on this and join me in appealing to the sys op who froze the edit war with the false contents i know you are busy with other stuff but we are both concerned about the historical accuracy of these articles so that is why i want to include you i suggested the creation of an ashoka origin page along the lines of one created for chandragupta to move theorizing and opinion off the maing page i would appreciate your perspective and perhaps your support in raising this point to the sys op and ensuring that people are not misinformed thank you best regards devanampriya',0
i have restored this with a clearer caption see right because it seems absurd not to show a photograph of the library that section is actually discussing when we have access to a free image of it the only point of this article is to inform readers talkcontribs',0
if you want to contest it you should start a discussion i think it was rather randomly added without anyone being positively convinced that it is a reliable source',0
zngyelse the lede says that the base is also known as zngyelse who calls it this and why it certainly looks like a confused misreading of the russian name \xd1\x8d\xd0\xbd\xd0\xb3\xd0\xb5\xd0\xbb\xd1\x8c\xd1\x81 taking the \xd1\x8d for \xd0\xb7 and adding an odd letter e at the end the ye in the middle would also be an unusual transliteration although understandable is there a source behind this alternate name a google search shows a lot of web sites that similarly claim this name is also used but just as likely they are getting it from wikipedia rather than the reverse there is no hint of any such name in the russianlanguage wikipedia article unless as i mentioned you misread the russian name',0
i am curt gowdys grandaughter he will most definitely be missed thank you for acknowledging him he truely was an amazing sports caster and man and the best grandfather ever he would treat everyone the same he would always tell me alexa you could be sitting next to a bum or the richest man in the world treat them equally rip papayou are missed greatly alexa gowdy',0
please do not vandalize pages as you did with this edit to talkshit if you continue to do so you will be blocked from editing',1
davkal now some say he is doing the obituary mambo and some say he is hanging on the wall perhaps this yarn is the only thing that holds this man together some say he was never here at all some say they saw him down in birmingham sleeping in a boxcar going by and if you think that you can tell a bigger tale i swear to god you would have to tell a lie',0
i think st lord hailes should be added to this page is title',0
external links the gatwick airport consultative committee link seems to be very unpopular i have just replaced it for the second time is there any particular reason why it should be removed',0
i know i luv her she rox my sox april',0
bad grammar the phrase all your base are belong to us is comeletely and annoyingly bad grammar it should be something like all of your bases now belong to us or all of your bases are ours now because of the word all base should be plural bases the phrase are belong is incorrect the phrase is idiotic and stupid and should be changed to be correct opinions',0
i have added this to the article',0
sherlock as it states earlier in the article was chapmans lover david sherlock to be precise',0
possible error i could be wrong here but in hitman blood money in that last cutscene just before diana enters his hideout the article assumes kills the canary by snapping his neck however since this is done off screen and also the canary is caged my assumption was that snapped his fingers and the canary stopped chirping this would seem to fit in with the fact that takes care to take the cage with him out of harm is way when he hears someone coming just saying that we do not know that kills the canary particularly since the sound is more like the snapping of fingers then the breaking of a creature is neck any comments',0
reality has a wellknown liberal bias',0
never mind got rid of it now i thought this page was protected',0
blotto adrift admit when you make a mistake several other users have pointed out corrections and you still change the pages back to your edits you and people like you are a shame to wikipedia ps if you were a scholar which your not but somehow are allowed to edit again going to the creditablity of this site you would have access to scholars portal \xe2\x80\x94preceding unsigned comment added by pps has anyone questioned why this is a starter page i have and when someone helps out by adding content they are discouraged sham sham on all you who stand behing blotto adrift and dont follow wikipedia guidelines tis tis',0
no user sanam yoou have not answered to my questions before you are a liar first answer this question you stated that a kshatriya is simply a varnarank and this sanskrit terminology confering legitimate claims to rulership can only be used to define members provided they practice specific rules of conduct dharma and importantly adhere to a personal life following all sixteen consecrations or tenets shodasha samskaram while simultaneously being recognizedlegitimized by the regulators of moralcodes brahmanaspriests based on their jurisprudence of consideration of suitability the pb is that in old hindu texts greeks persians chinese were called kshatriyas whereas they were not hindu did not speak sanskrit and brahmins were not their priests there is a big big contradiction between what you wrote and this fact tell me why why why',0
unfortunately it would seem that sql access is disabled for admins atm so a developer would have to do it nov utc',0
please do not vandalize pages as you did with this edit to the tyra banks show if you continue to do so you will be blocked from editing',0
you mean this video from youtube httpwwwyoutubecomwatchvjqx aaug c',0
agree based on the reliable sources you shared that the title should be changed from public choice theory to public choice',0
feel free to let the wp census determine it and to do that you are supposed to use the articles talk page here and especially so in this case since what you are editing is likely to be disputed until then stop disrupting the article',0
sourcing images when you upload a fairuse image you need to give the source this source needs to be where you got the image and if it was not the first place the image was published where the image was originally published atmoicfire or any fansite or image gallery is unlikely to be the first place an image owned by capcom was originally published conspire past ops',0
conflict of interest section i did not see a single conflict of interest in the whole section tenuous connections between high level officials are not conflicts of interest especially when you realize that any high level officials are both corporately and politically connected i will give it a week to improve then it is gone',0
today is o globo how come the article on one of brazil is major newspapers is still a stub says the gas station was also hit it also has a picture showing where the gas station is it and the warehouse are right one next to the other',0
also why are we saying that the allegations against quinn were proven false when the only sources say that stephen totilo grayson is boss said he did not find any wrongdoing i am not saying we need to question his account but acting as if his word is objective fact is not neutral there is also no mention of grayson being listed in depression quest credits or his admission to having been a tester for the game',0
everyone is welcome chat',0
this is not the right page to request additional user rightsif you want to suggest a change please request this in the form please replace xxx with yyy or please add zzz between ppp and qqqplease also cite reliable sources to back up your request',0
personally i think given the shortness of the articles it would currently make more sense to have the whole think as a set of subsections of james gamble rogers iv i would go along with a single oklawaha county florida article but i suspect it would keep getting nominated for deletion on the nonnotable fictional element grounds i used for the nomination of the current subpages the main article is short enough that it will not make it insanely long \xe2\x80\x94 talk to me',0
early history there is no mention of oswiu is formative years spent in exile at the court of the king of dal riada argyll or of his first marriage to rhieinfellt raegnmaeld a british princess of the line of urien of rheged',0
instead of removing the numbers you should search for countrieswho also recognized south sudanbazonka numbers are important for orientation the kosovoarticle and montenegro foreign relations also have numbers',0
yes that is because this article is basically the whole races do not exist omg bullshit that circulates in nonscientific circles sociology is not a science',1
new title imho this is a legitimate article see iranianamerican or iraniancanadian for instance but definitely needs to be fleshed out the current title is problematic however i would suggest either iraniangermans or germans of iranian descent iraniangerman is not exactly common usage',0
mistakes bredolab is also known as bmanager oficla is known as myloader they are not the same bot but are often used by the same groups or used when selling bots to different groups also it was sold publicly so it is very unlikely that it belonged to only one group version was sold for in late it has also been made public',0
user talk review me please note that i have instituted discussion about this at wikipedia talkwikiproject beauty pageantsbig five v big four if you think the change is necessary please discuss it there rather than acting unilaterally on such a major change user talk review me',0
vandalisom must end look at this it has to stop i wanna request this article be locked for a few months',0
confused i am too that was at pm on july how long have you been on wikipedia\xc2\xa0\xe2\x80\x93 \xc2\xa0\xe2\x80\x93 the welsh buzzard\xe2\x80\x94',0
why you assert it warrants its own page without giving any reason with all the deleting that goes on at wikipedia of more academic and i dare say legitimate topics why exactly does something like this get server space',0
wrong phonetics this wadegiles thing is just wrong phonetics for example the zh sound in pinyin should be pronounced j not ch also the j sound should be pronounced z not j the stupidity of the english inventor is just beyond people is immagination',0
i agree the wbo review does not belong in the notes section',0
as the reference you are using httpueeuintuedocscmsdatadocspressdataenec pdf page names teh country as former yugoslav republic of macedonia it is more accurate to use this name also using teh term of just macedonia may please the christian population of teh country but is still not recognised by eu the subject of this article and also might lead to the dissambiguation site of the macedonian region lest use the sources and reference acurately',0
revert please do not revert edits done in wikipedia you will be blocked from wikipedia',0
seat in the actual form k the executive office is park avenue th floor new york ny there is no link to rochester new york anymore',0
for the record the above person belittles deems and acts rude to ever one that does not agree with him about anything he dismisses ever one else knowlagel all to fill his own ego he has done it more then once he refuses to work with anyone and when someone dose try to work with him or call him out he gets mad and throws hiss fits because they do not agree with him is that really the kind of person this site wants editing there pages he does not even know about of the stuff he edits',0
rfarelated request for more eyeballs spam i am asking a few rfa regulars no offense intended to review two threads i am thinking of posting to wtrfa at userbarnecarfa sandbox and give me a little feedback on whether you think i would be wasting my time if you can think of any drastic improvements i could make prior to posting this which option you think i should pursue i do not think proposing both and having people vote is a good idea far too easily sidetracked if you think there is a good option that i have not considered any other feedback you are interested in giving me i will probably post something to wtrfa next week after my schedule eases a little bit so no critical rush to reply you have probably got days before i post anything anywhere if someone comes up with significant changes i think are good ideas i will probably delay even longer if you are interested please post to the sandbox is talk page if you are not but one of his talk page stalkers reading this you are welcome to comment as well i am not trying to hide this from anyone just iron out any obvious kinks before it goes live to prevent minutiae from sidetracking the discussion that seems to happen quite often i am hoping against hope that this leads to actual change rather than fruitless discussion so i really want to try to get all my ducks in a row before springing this on wtrfa thanks in advance and sorry if this spam is unwelcome i will not bug you again',0
so ccbysa content can not be included in anything licensed under the gfdl and gfdl content can not be included in anything licensed under ccbysa including wikipedia i had been assuming that since wikipedia was previously under gfdl and switched to ccbysa the latter was backwardcompatible with the former apparently that was not the case but rather some kind of special temporary exemption was created\xe2\x80\x94i am not at all clear on how that would be possible but then i am not a lawyer in fact i now see under my edit box that it says you irrevocably agree to release your contribution under the ccbysa license and the gfdl emphasis added i am not even sure what kind of exemption could even in principle make it possible to license content under two mutually exclusive licenses simultaneously in any case i doubt that the hydrogenaudio folks would be interested in suing the wikimedia foundation but apparently if they wanted wikipedia to be able to reuse their content they would have to change their license since they are a wiki too though i am not sure how they could do that lacking whatever special mojo wikipedia used in lucky for me i do not care enough to waste any more time on this but i kind of wish someone would fix it',0
such a criticism is not unreasonable but it could also be applied to countless other musicians and performers perhaps if you had a formal critique it would not be removed from the article the link you provided is not working what you are saying is fairly obvious to a neutral observer so i do not see why it should be challenged the way it has been you have my support in your endeavour',0
page thanks a lot for pertecting my page against that vandal i really appreciate it',0
paragragh ten of the cited article clearly states a struggle and that the taser was knocked to the ground before mr scott attempted to flee for a second time you are reading these sources with bias eyes i will make the edit your threats of an edit war are unjustified i am merely editing out opinion in an attempt to keep the article factual i will not be bullied with threats of a ban you are the only one guilty of an edit war you are guided by emotions you edit articles at a whim without regard for the talk page yet you deny others the same access to the source you are a tyrant and a bigot',0
this page will be updated shortly to explain the full significance and its merit for a full wikipedia entry primarily this merit is based on our client is requesting our presence on wikipedia',0
i will find you in real life and kill you i will find you in real life and cut your throat you miserable piece of shit fuck you you fucking douchebag i will fucking kill you and all of your family you fucking miserable worm',1
it is an interesting piece that speaks of many aspects of hubbard is personality both good and bad',0
reply to squeakbox is mixedrace question as for the terminology for those with two or more genetic heritages i have not found or thought of something suitable i had thought of extension so marley would be africaneuropeanjamaican since you can only be born in one place as long as its understood the last term is country of birth then people will naturally understand the rest obviously we may end up with descriptors containing four genetic heritages since we all have four grandparents we would have to use continent descriptors for the genetic heritage part africa asia australia europe north america and south america and whatever else people feel needs to added',0
shakya demographics hello ogress i see that you have removed my addition of demographics in shakya article saying that the article is about year old kingdom so where do i add the details regarding the present day demographics of the shakya people should i create a separate article for that which i do not believe is required did you read the citations provided please guide illuminaati \xe2\x80\x94\xc2\xa0preceding unsigned comment added by talk \xe2\x80\xa2 contribs',0
wait have you reported be so that i am blocked dogblue',0
whisperer in the dark is not the proffessor from the whisperer in the dark mentioned in this it is been a while since of read it but if so it ought be included under the section on connections to his other works',0
once again i have translated via google and had a friend do so they both seem to agree with the translation i used in terms of whatever law is being applied you can not just cite that law you need to cite reliable articles covering the events at hand otherwise you are just speculating lastly concerning what all else is in the article in question you are right i am not removing every uncited statement technically should statements like he was on abc bands album be cited of course but that is one thing and a developing current event involving criminal charges and homicide are quite another most of my edits do involve removing or citing more mundane information but this particular issue necessitates a much heavier hand in enforcing the rules again i do not care if he is innocent i hope he gets out soon if he is guilty i hope they lock him up that said every source i have come across and added has indicated the former and the only reliable source i have seen you add describing the incident seems to have a questionable translation to me if you have more sourcesdetails by all means add them otherwise they do not belong here',0
james bond character page hey guys maybe we should delete the james bond character article i do not think there is a difference between that and this article carmegenon',0
page blanking please do not replace wikipedia pages with blank content blank pages are harmful to wikipedia because they have a tendency to confuse readers if it is a duplicate article please redirect it to an appropriate existing page if the page has been vandalised please revert it to the last legitimate version if you feel that the content of a page is inappropriate please edit the page and replace it with appropriate content if you believe there is no hope for the page please see the deletion policy for how to proceed \xc2\xa0talk',0
baristarim on turkey he is trying to make turkey look like a country of stone age illiterates and worst of all attribute this to kurds in a very racist way i have tried to revert his very poor additions but he is very stubborn about it help save the image of turkey turks and kurds and stop this wacko',0
do not lie in edit summaries looking at your editing history i notice that on at least two occassions you have claimed to be removing content when in actual fact you are adding links to a site called wordswithmeaningorg please do not mislead with your edit summaries or you may be blocked',0
that is the current figure do not know who changed it you can see it in the source of specialrenameuser just before the element if you have access to that page \xe2\x80\x94',0
deluxe edition there is a deluxe edition from asda httpwwwasdaentertainmentcoukcdtaylorswiftspeaknowdeluxe html',0
i considered removing the whole section myself but i am on another computer and can not sign in my account plus i do not feel comfortable making such a big change to pages like these bios that repeatably get vandalized someone please look at this issue',0
wpfilm coordinator hey i saw your message concerning the upcoming elections for wpfilm concerning the project coordinators and that you might be adding more i am a bit confused concerning the scope of their responsibilities is it largely updating reviewing articles and aiding in the establishment of task forces at least as far as i can see do coordinators generally specialize in various areas ie one handles task forces others reviewing or a combination of any such duties if so i was wondering whether i could specialize as a coordinator for featured lists i rank second in terms of total featured lists made among all wikipedians and i have a very good grasp of what is required for fl status if i was elected i probably would work towards encouraging featured lists under wpfilm is scope and there certainly are a host of lists that could be pushed up to fl status with a coordinated effort that said i understand that i am relatively new to the film project and that there might be more suitable candidates who are more familiar with the project just curious as to your thoughts on the matter cheers converse',0
edit warning please refrain from abusive behaviour and making edits to the talk pages of other users it creates a rather negative atmosphere on wikipedia and will not be tolerated troll elsewhere',0
i am sorry you are unable to see the issue here then again you also have accused me of undid edit consisting of unsourced info and a violation wpor which is interesting given that edit was the removal rather than adding of any information we have two editors my self and tfd who agree that the background section is needlessly long i have already said i feel that any material prior to the ww section is unneeded and covered in the solid south article linked in both my edited version and the version you restored without proper justification edit war on your part i feel the material prior to ww is not needed because other articles explain why the south was strongly democratic prior to that time the topic of the article only relates to the political make up of the area just before during and after the passage of national civil rights laws i am would have thought that someone who had such strong opinions on this subject is neutrality dispute thread but not here odd that would understand such things',0
help hi julius i was wondering if you could help me with something i am confused as to what the most common meaning of the word alego is does the term refer to a general region around lake victoria or is it an alternate name for kogelo page of dreams from my father says that barack obama is father was born on the shores of lake victoria in a place called alego other references to the name gives me the impression that alego is a village what do you think khoi',0
i do not know is it a good idea to delete articles are there people who have heard of paris but not of the hurricanes',0
ditto on gan to me the article is ready though i still intend to make some minor edits on another front i think we ought to leave the dating issue where it stands even though i disagree with heylin is assessment of midjuly which he guesses at based on the fact that bob made its debut on the charts on july see shades p i find that ridiculous for example biabh took six weeks from its official release on march to reach the charts may highway got out much quicker with a onemonth lapse from its august release before charting going back earlier another side took about six weeks to chart and freewheelin more about than three months using midjuly then means giving bob two weeks to debut which is absurd of course the whole problem centers on what is meant by release in this case it is being used to mean distribution which was obviously delayed in bob is case however the billboard advertisement of june gives at least three other clues to that pressing packaging and promotion with those three in place distribution could not have been more than a week behind if not already in motion',0
whathow are the ones from willking is talk page vandalism i was asking him to give a reason plz reply travis',0
support if only the intro of the articlelist is explicit enough in defining just what it is that it is listingranking then there should be no real controversy btw there is already a list of countries and other lists that overlap also republika srpska and other former breakaway states have renounced their claim to sovereignty as part of a peace deal',0
it is not that you did not manage the proper process correctly it is that you used the absolute wrong process i was trying to help you and you ignored me you are so blinded by your holier than thou attitude that you could not see that you were doing things the wrong way now would you please cut the bullshit you are not getting an apology from me bainuu',1
it is more that linking to amazon favours a particular retailer we should cite the publisher not a seller guy',0
greatings peasants hi so uhm alota u guys were on my case abt an article so u took it off thats rrly cute lol i wrote another one l o l just wanted to say peace out peasants',0
your edit to digimon please stop if you continue to vandalize wikipedia you will be blocked from editing talk',0
i guess jfd is trying to discourage you to get in touch with me via email since he fears some kind of academical threat just to clear some things up i was not the guy who went india did not exist until i would never post something as blunt offensive and ignorant as that however yes i have changed a few things around as a correction it is not to offend anyone but like kenneth tennyson and his devoted sidekick jfd the green hornet and kato i too have some historical points of views i understand that you have been accused of being a panindian nationalist while i have been accused of being a tamil nationalist as far as indian martial arts are concerned martial arts from both your culture and mine are in the indian martial arts section therefore it effects both of us it seems like through this wikiconflict it has thrown us together into one pot if i am here to put you or your culture down or to discredit india why in the first place would i have stuck up for you i had not intentions in mind when i did that it just ticked me off when kenneth sent you that messed up message just like for example a few years ago when a punjabi store owner was beaten up in a hate crime i was outraged i see you have a vast knowledge in the fighting styles of northern inda while i have the same for southern india likewise you are very knowledgeable about ancient bharat and its mahajanapada republics while i have the same for ancient tamilakkam since this page on indian martial arts effects us both maybe together we can combine both our knowledge to present a remarkable page yes i do understand our passions which may sometimes clash however if we could set aside some of that and work together in a givetake mentality we can make things work at the same time we will present our contributions which may be opposite of what jfdkenny think but at the same time their views shall be presented as well to give a fair and balanced view on indian martial arts do you agree with me on this if so it would be nice if we could communicate via email i have more ideas to share with you i believe we can make this work as far as jfd is concerned i do not know what his intentions are maybe he feels a little threatened of the possiblity of you and me teaming up on this project or maybe i am wrong indrancroos',0
my worry is the number of editors who would scrutinise your every movement on wikisource you do not have as much history so there are less people watching you it would be a much more pressured environment for you can you remain calm in these circumstances my perspective on wikipedia is much different now i have enjoyed immensely wikisource where granted the atmosphere is much friendlier and encouraging so my editing energies can safely go there i have made close to edits there with no problems and certainly no attacks or negative feedback from editors i do not intend to get involved in the award culture on wikipedia such fac far or other areas where editors are competitively vested in collecting awards my first interest is fixing up articles that i would like to link to wikisource articles but are in such bad condition that i do not link secondly i would create articles that are needed for explanations for wikisource articles i will stay away from any article that belongs to a vested editor where an editor lists and article under articles i wrote or refers to my articles in posts i will make it a practice to check histories for that kind of editor outside the facfar arena there is not much of a problem i do not think if any at all i have created over articles in a multitude of subjects mostly to fill in missing links on wikipedia i will continue with low key endeavors such as that however at the sign of any push back i will simply not continue editing the article or dealing with that editor or even editing wikipedia for a while also my misery was generated by a small group of editors i am hoping they will be proscribed from harassing me in an arcom settlement \xe2\x80\x94 talk there are certain people i intend to avoid at all costs i hope they will do me the great favor of avoiding me as well who are these other people unless you name names how can they know to avoid you what if they choose not to avoid you how will you react then fatuorum as a followup to malleus is question i did not ask for or to follow me to venezuela articles nor did bishonen ask for at least two accounts to follow her so how will staying away from fac and far help certain people avoid you talk',0
idea about sections or subpages can we put information on subpages',0
perspectives and thus gain the whole picture',0
removal of college material it is probably ok to leave in historical material usually the policy is if it is factual it can stay maybe the section could be renamed',0
thank you kamope',0
ny hi i noticed that you put the review template on ny is gan a few days ago i was wondering if because it is been several days you see something wrong with the article do not feel rushed i just wanted to know the status thanks tropical cyclone',0
okay what would in your opinion be a good montage for san francisco one that is not cheaply thrown together captures the city well and contains what',0
sup bro why dont you just fight me v quickscopes only black ops my name on xbox is yeomandrop',0
thanks i will just put a shot out then',0
a moldavian professor interesting info from postica gheorghe civilizatia medievala timpurie din spatiul prutonistrean secolele vxiii is found here the first chapter has a lot of info which could be used on the moldovan language article eg the fact that due to political reasons as to expand their influence in romania the soviets at actually supported the moldovanromanian equality in the beggining and only later after ww they switched to the moldovan theory instead',0
i am going to buy tickets tomorrow both oso and saawariya will be showcased in a near cinema i do hope for tabu she has never won a filmfare best actress award and it will be a shame for the whole indian community to see her winning an oscar lol but she won two national film awards so it is ok i am happy that zinta works with deepa mehta now \xe2\x80\xa2 talk me',0
by the way i was going to add in my sources but i was trying to figure out how to do that its harder to footnote than it looks',0
libel so what i wrote is considered slander well when will you consider the issues i libeled about',0
that really does not matter',0
i second this if you have sources which talk about the importance of konigsberg to old prussians and masurians the stuff on lithuanians can be combined with the stuff on the poles and i already proposed changing the name of the section to poles and lithuanians in konigsberg then please add them and i will try to help with that myself',0
symbol removal quit removing my symbols or you are reported',0
i have now rephrased the unencyclopaedic parts but i would be greatful if someone could look over the section',0
i finished listening to the full interview the anonymous members being interviewed give a good description of who what and why of anonymous and the protest of scientology mark bunker also gave a good description of how scientology is attempting to demonize anonymous as shown by the actions of our very own on wikipedia talk',0
yoga hi ekabhishek please look at a series of edits by a new user goodfaith in yoga from august onwards it seems he is trying to portray yoga as a buddhistalone concept at several places you will find him removing the word hindu or changing templates to change the appearance of the article please look into the matter',0
paris rer ehm some comments about your gare a\xc3\xa9roport charles de gaulle rer edits it is not a good idea to create a new article when there is already an article about the same subject the naming convention for rer stations is x paris rer except when the station is also used by regular trains transilien ter or other then we use gare de x i just saw that you moved nearly all of the rer stations better discuss it before you introduce a new standard name if you are sure that no trains from charles de gaulle take the branch line to robinson you can change the type field into b instead of both but i checked it on the ratp website and they do i do not think it is very useful to show all the different options for the rer lines some trains skip a few stations or serve only part of the line i think for the b line alone there are more than variants talk',0
hey i see we have similar interests wanna form a team and do this',0
this is michael s',0
there should be no mystery this article is list of persons considered father or mother of a field it should list only those people referred to as the father or mother of something and it should not be narrowed just to fields',0
the title of the article is the name of the existing group if it is stupid then perhaps you need to consult with sig instead of with wikipedians unless you can think of a better way to title the article',0
is it true can you support your assertion with a verifiable citation from a reliable source',0
removing warnings is considered anger that other people type bull on my discussion page just for your info',1
citation problem although you claim that this page cites your recent addition to bow wow it actually does nothing of the sort please be more careful when adding information you claim is cited to future articles thanks',0
incorrect etymology no it is from the greek euaggelos meaning good news or gospel eu is a positive prefix euphoria euthanasia eugenics etc angel is from the greek aggelos meaning messenger',0
warning please stop removing content from wikipedia it is considered vandalism if you want to experiment please use the sandbox thank you \xe2\x80\x94 talk email',0
ugh since when do newspapers ever cite their sources there is a picture of article anyways if you had taken the time to read or search the extensive discussion page you would have seen it the translation is fallibility is another story what mademakes you think so',0
i am on a semibreak from wikipedia at the moment for a few days i will be checking messages and probably doing some editing but there might be a delay in replying to messages',0
if the information comes from a reliable source and is reasonably notable then by all means include it \xe2\x86\x92\xc2\xa0\xc2\xa0\xe2\x82\xaa\xc2\xa0',0
murtuza did not get the memo this is an cellular ip that is randomly assigned and changes frequently day at best messages are likely to not be received if they are posted more than a couple of hours within the last post',0
there is a disturbing trend of wpcrystal ball edits on other constituncy pages please wait for the election to add the content',0
membership section the membership numbers graph in that section appears somewhat unbalanced with the text appearing above it as opposed to beside it as with other infoboxes i do not have enough experience with editing to make this change could someone with the requisite skills please see what they could do',0
please read the red box at the top of this page is a robot and not a human i am talk to me see what i have done',0
exactly he does not believe in consensuses he wants everyone to agree with him no matter what and if they do not he accuses them of canvassing and personal attacks i will file the rfc asap thanks for giving me a chance to defend myself and come to a consensus instead of just blocking me that would not have solved anything',0
ban me you stupid cunt do you think i can not come right back with a different ip and keep on wasting your time clearly you were sexually abused as a child and i have no idea why this has stopped i feel that it is my responsibility if you do not stop threatening to enforce the unenforcable to fuck your eyesocket until i decimate your frontal lobe',1
in short systemic bias is an awareness issue and being aware keeps things happier at wikipedia',0
do not cease when they block you use the next ip address the cult of wikipedia suffers a serious case of systemic bias and the regulars do not want it fixed because the bias suits them in their propaganda campaigns',0
your userpage is ready i hope you like the results dear alan tho i must say i ended up making something that does not really comply with your expressed wishes of strong colors i have no need to tell you that if you do not like the design please do not feel compelled to use it as i do not have the slightest problem to make a new one if needed nor i would be offended at all however i must confess to you i like the design myself even tho it is not right that i say so and normally i never do trust me i hope you are doing fine dear talk to you later love',0
to claim that what is not relevant i agree with the suggestion of including some criticism of the term as i have said repeatedly the passage from gardner does not criticize the term nonaristotelian logic it addresses a different use of the word nonaristotelian this by itself seems like sufficient reason to remove it furthermore its current use in the article blurs the line between the two senses of nulla far from educating readers it would confuse them unnecessarily even if you want to address korzybski is word choice in the article adding this passage with no explanation seems to me like a terrible way to do it',0
this is how the truth standssuck on my wiener hotdogs make you hungry now are you going to comply to the fact',1
why you will unblock me',0
i do not get what your point is he did not sign his post so i posted a section on his talk page with it there is no problem flash',0
always happy to help cheers',0
if you do not have a double standard then i would ask you to take a look at the situation with malleus and take any action that you would deem necessary \xc2\xa0babble\xc2\xa0',0
nothing in your response indicates you read my appeal and you do not address any points i made',0
waka flockabig textbig textbig textbig textbig text',0
radio caroline had already limped back on to the airwaves from its new ship how exactly does returning to the air in a blaze of publicity with a big new ship and kilowatts of power constitute limping',0
i have a question i was trying to add a reference today june to a new article by nicholas benton relevant to ken kronberg is death on the ken kronberg page when i discovered that all the references and external notes at the bottom of the page seemed to have disappeared did i do that by mistake these referencesto benton is articles the washington post external websites etcneed to be replaced thank you',0
my assumption is that',0
it is a bit empty now i forgot that the lego universe was nonfree image anyone else have a suitable image for this box talk to me',0
that clears that up it do not mind the discussion i am actually rather enjoying it i was just afraid someone thought i would started the whole thing and would expect some action on my part i think we all agree that the editor in question overstepped in closing the afd so early but given how quickly i am losing interest in the show and that i know next to nothing about a drv i wanted to be sure everyone knew i was not planning on taking any further action',0
talknonsense please stop your disruptive editing if you continue to violate wikipedia is no original research policy by adding your personal analysis or synthesis into articles as you did at lane splitting you may be blocked from editing dennis bratland talk where do you get this stuff it is not original research to say that in the united states unless something is prohibited by statute then it is legal this is a basic premise of the american legal system california is part of the united states ergo in california as well as the rest of the us if there is no statute prohibiting lane splitting then it is legal find me a statute that prohibits it and i will shut up but since the california highway patrol and the california dmv both say that lanesplitting is legal then mr hoy is claim that it is a grey area is nonsense and now i will go back and delete that untruthful crap once again if you want a war then fine you can have one but you are in the wrong the california dmv and chp aren not personal analysis if they say lanesplitting is distinctly legal then we can assume that the state of california is correct while mr hoy is full of bovine excrement you are in the wrong very very wrong',0
quite simply if you are not willing to try and make change just dropping by every discussion you can to complain is throwing stones it is sniping it is everything you keep accusing others of doing frankly you are always your best example of what you are complaining about',0
on the suggested merger with wipe this is a higher level more inclusive rubric than wipe and so there should not be a merger especially in that wipe is usually used in connection only with readwrite media and in particular magnetic media such as hard drives comments from others',0
denny who the fuck r u denny u little fuckchop who the fuck r u dont send me messages about shit that doesnt involve u u little ass eater my frend wants to scrap u cunt me o o your mom',1
